Hospital Name,Beds,City,State,Estimated Ventilators,Statewide Ventilators per Bed,place name,place_id,address,lat,lon
"BronxCare Dr. Martin Luther King, Jr. Health Center",564,Bronx,NY,39.71905476369092,0.07042385596399099,"BronxCare Dr. Martin Luther King, Jr. Health Center",ChIJBfFBlKv1wokRjZCny9wvN1I,"853 Tiffany St, The Bronx, NY 10459, United States",40.8178677,-73.8936315
BronxCare Special Care Center,0,Bronx,NY,0.0,0.07042385596399099,BronxCare Special Care Center,ChIJY7esc0_0wokRRkP4JiTiwIo,"1265 Fulton Ave, The Bronx, NY 10456, United States",40.8313502,-73.90377339999999
Brook Lane,65,Hagerstown,MD,4.6825156852369805,0.07203870284979969,Brook Ln,ChIJ3xWa6v2UyYkRa9RmzT5TSA8,"Brook Ln, 9, Leitersburg, MD 21783, USA",39.678226,-77.6088717
Brooke Glen Behavioral Hospital,146,Fort Washington,PA,10.312445788498957,0.07063319033218464,Brooke Glen Behavioral Hospital,ChIJm9o2WA67xokRCdNwdzMu_3Y,"7170 Lafayette Ave, Fort Washington, PA 19034, United States",40.1343667,-75.2161855
Brookhaven Hospital,64,Tulsa,OK,3.759326877282109,0.05873948245753295,Brookhaven Hospital,ChIJ05Q-HwTztocR0q6HuDgEScA,"201 S Garnett Rd, Tulsa, OK 74128, United States",36.1581377,-95.84952
Brookings Hospital,128,Brookings,SD,4.5824123017779925,0.03580009610764056,Brookings Health System,ChIJAcPTUmCiiYcRrpz7jkRJdTA,"300 22nd Ave, Brookings, SD 57006, United States",44.3077207,-96.7669378
Brooks County Hospital,25,Quitman,GA,1.8898078590002891,0.07559231436001156,Brooks County Hospital,ChIJiyuklBp_7ogRmoGX5XNztMM,"903 N Court St, Quitman, GA 31643, United States",30.7950388,-83.559146
Brooks Memorial Hospital,65,Dunkirk,NY,4.577550637659415,0.07042385596399099,Brooks Memorial Hospital,ChIJU6u_nFXM0okRsNB6idRmzAU,"529 Central Ave, Dunkirk, NY 14048, United States",42.4799884,-79.33464099999999
Brooks Rehabilitation Hospital,160,Jacksonville,FL,11.047307587489376,0.06904567242180862,Brooks Rehabilitation Hospital,ChIJM3QfS9i15YgRa66SJ_CQFSQ,"3599 University Blvd S, Jacksonville, FL 32216, United States",30.2909579,-81.6009479
Brookwood Baptist Medical Center,595,Birmingham,AL,31.157151801468498,0.052364961010871416,Brookwood Baptist Medical Center,ChIJD-egVJ8ZiYgR-IhFan1ZJoA,"2010 Brookwood Medical Center Dr, Birmingham, AL 35209, United States",33.4642249,-86.77591190000001
Broughton Hospital,431,Morganton,NC,28.942306967630106,0.06715152428684479,Broughton Hospital,ChIJOaarY8LRUIgReaGk_6tuJ10,"1000 S Sterling St, Morganton, NC 28655, United States",35.7307531,-81.6744542
Broward Health Coral Springs,196,Coral Springs,FL,13.532951794674487,0.06904567242180862,Broward Health Coral Springs,ChIJp9sWx0kF2YgR9-usZfyDcjE,"3000 Coral Hills Dr, Coral Springs, FL 33065, United States",26.2688002,-80.2558033
Broward Health Imperial Point,174,Fort Lauderdale,FL,12.0139470013947,0.06904567242180862,Broward Health Imperial Point,ChIJF-vh5G8C2YgRAD7QEIDkFms,"6401 N Federal Hwy, Fort Lauderdale, FL 33308, United States",26.207228,-80.1105951
Broward Health Medical Center,632,Fort Lauderdale,FL,43.63686497058305,0.06904567242180862,Broward Health Medical Center,ChIJFUw_UmAA2YgRWqdioXUwccE,"1600 S Andrews Ave, Fort Lauderdale, FL 33316, United States",26.1018675,-80.1405904
Broward Health North,334,Deerfield Beach,FL,23.061254588884076,0.06904567242180862,Broward Health North,ChIJkcDHwzcd2YgRGfUkWmhpMAI,"201 E Sample Rd, Pompano Beach, FL 33064, United States",26.2771,-80.12154559999999
Brown County Hospital,23,Ainsworth,NE,1.499860061572908,0.06521130702490904,Brown County Hospital,ChIJv9ytY04cg4cRMwaE5Rg55wc,"945 E Zero St, Ainsworth, NE 69210, United States",42.5444599,-99.8495196
Brownfield Regional Medical Center,26,Brownfield,TX,1.851189068453554,0.07119957955590593,Brownfield Regional Medical Center,ChIJUfwgSU3N_YYRuqhU6YHpJFM,"705 E Felt St, Brownfield, TX 79316, United States",33.1885263,-102.2676268
Brownwood Regional Medical Center,77,Brownwood,TX,5.4823676258047565,0.07119957955590593,Brownwood Regional Medical Center,ChIJd788CPXHUIYRMWsVgqnnlnU,"1501 Burnett Rd, Brownwood, TX 76801, United States",31.6776112,-98.9944585
Brunswick Hospital Center,124,Amityville,NY,8.732558139534882,0.07042385596399099,Brunswick Hospital Center,ChIJD-BTQB3V6YkRPxdI2woU-Ys,"81 Louden Ave, Amityville, NY 11701, United States",40.68477499999999,-73.421269
Bryan Hospital,75,Bryan,OH,5.7781886962904405,0.07704251595053921,Bryan Hospital,ChIJ_aAKsH2_PYgRMJBVBdvn9uA,"433 W High St, Bryan, OH 43506, United States",41.4742293,-84.5564742
Bryan Medical Center - East Campus,574,Lincoln,NE,37.43129023229779,0.06521130702490904,Bryan Medical Center East Campus,ChIJVVVVVUm-locRieGi4UwDsDY,"1600 S 48th St, Lincoln, NE 68506, United States",40.796767,-96.6514864
Bryan Medical Center - West Campus,230,Lincoln,NE,14.99860061572908,0.06521130702490904,Bryan Medical Center West Campus,ChIJzSlf1ki-locR57UvG1AQvzY,"2300 S 16th St, Lincoln, NE 68502, United States",40.7900437,-96.6981464
Bryan W. Whitfield Memorial Hospital,57,Demopolis,AL,2.984802777619671,0.052364961010871416,Bryan W. Whitfield Memorial Hospital,ChIJ_-qWCZOshYgRSra_DN1cuC4,"105 US-80, Demopolis, AL 36732, United States",32.504412,-87.8364156
Bryant T. Aldridge Rehabilitation Center,0,Rocky Mount,NC,0.0,0.06715152428684479,Bryant T. Aldridge Rehabilitation Center,ChIJVVVVVQV-rokR0UyZ-Zmd8DM,"2400 Medpark Dr, Rocky Mount, NC 27804, United States",35.9745459,-77.8542945
Bryce Hospital,98,Tuscaloosa,AL,5.131766179065401,0.052364961010871416,Bryce Hospital,ChIJFUPbqj-oiIgR3uEd6xIB-Ko,"1651 Ruby Tyler Pkwy, Tuscaloosa, AL 35404, United States",33.2073156,-87.5151009
Brylin Hospitals,88,Buffalo,NY,6.1972993248312065,0.07042385596399099,BryLin Hospital - Mental Health Service,ChIJY1zieukS04kRfMbKGtNVTCU,"1263 Delaware Ave, Buffalo, NY 14209, United States",42.9183778,-78.8677498
Bryn Mawr Hospital,287,Bryn Mawr,PA,20.271725625336988,0.07063319033218464,Bryn Mawr Hospital,ChIJrwY0YQrAxokRuhKtbxtaKZY,"130 S Bryn Mawr Ave, Bryn Mawr, PA 19010, United States",40.0194867,-75.32126629999999
Bryn Mawr Rehab Hospital,148,Malvern,PA,10.453712169163326,0.07063319033218464,Bryn Mawr Rehab Hospital,ChIJ17HelYHyxokRWRrsgkrbnwU,"414 Paoli Pike, Malvern, PA 19355, United States",40.010508,-75.5294899
Brynn Marr Hospital,84,Jacksonville,NC,5.640728040094963,0.06715152428684479,Brynn Marr Hospital,ChIJ0QLK3KYaqYkRW8L2QzbHdDk,"192 Village Dr, Jacksonville, NC 28546, United States",34.7462014,-77.374454
BSA Hospital,378,Amarillo,TX,26.913441072132443,0.07119957955590593,BSA Hospital,ChIJj-hXBuxRAYcRBchHyTwHLnE,"1600 Wallace Blvd, Amarillo, TX 79106, United States",35.1957327,-101.9208334
Buchanan County Health Center,25,Independence,IA,1.5585461237635152,0.06234184495054061,Buchanan County Health Center,ChIJg7kDyM0r5YcRDuGCIAkO2eI,"1600 1st St E, Independence, IA 50644, United States",42.4702669,-91.87451519999999
Buchanan General Hospital,49,Grundy,VA,3.255603147723877,0.0664408805657934,Buchanan General Hospital,ChIJOxhK1YvxT4gRVibpHqOzs-s,"1535 Slate Creek Rd, Grundy, VA 24614, United States",37.2853617,-82.0654913
Bucktail Medical Center,59,Renovo,PA,4.167358229598894,0.07063319033218464,Bucktail Medical Center,ChIJ65wm1k5jzokRSGkLbKkAD3c,"1001 Pine St, Renovo, PA 17764, United States",41.3278626,-77.7364614
Bucyrus Community Hospital,25,Bucyrus,OH,1.92606289876348,0.07704251595053921,Avita Health System - Bucyrus Hospital,ChIJ2fEGTxd0OYgRmeMOtuCwXvs,"629 N Sandusky Ave, Bucyrus, OH 44820, United States",40.81507240000001,-82.9763912
Buena Vista Regional Medical Center,35,Storm Lake,IA,2.1819645732689206,0.06234184495054061,Buena Vista Regional Medical Center : Emergency Room,ChIJO5JM3GBPjYcRnlq-W0Fx-Rk,"1525 W 5th St, Storm Lake, IA 50588, United States",42.6451819,-95.223187
Buffalo General Medical Center,1068,Buffalo,NY,75.21267816954239,0.07042385596399099,Buffalo General Medical Center,ChIJh_lwR18S04kRHsq-9o44rS8,"100 High St, Buffalo, NY 14203, United States",42.901074,-78.8666618
Buffalo Hospital,44,Buffalo,MN,2.2420206081930134,0.050955013822568486,Buffalo Hospital,ChIJGyfqu82jtFIRbA6usRRaM-A,"303 Catlin St, Buffalo, MN 55313, United States",45.1948488,-93.8710781
Buffalo Psychiatric Center,159,Buffalo,NY,11.197393098274569,0.07042385596399099,Buffalo Psychiatric Center,ChIJYyni3yUT04kRfNIEl457C2w,"400 Forest Ave, Buffalo, NY 14213, United States",42.92924259999999,-78.8805024
Buffalo VA Medical Center,0,Buffalo,NY,0.0,0.07042385596399099,VA Western New York Healthcare System,ChIJTfqKwMBy04kR7rkdB5kXEhw,"3495 Bailey Ave, Buffalo, NY 14215, United States",42.95112760000001,-78.8120663
Bullock County Hospital,54,Union Springs,AL,2.8277078945870566,0.052364961010871416,Bullock County Hospital,ChIJ36jFkwKvjYgRJn1nXweulUM,"102 W Conecuh Ave, Union Springs, AL 36089, United States",32.1466768,-85.71674279999999
Bunkie General Hospital,25,Bunkie,LA,1.4077891743678277,0.05631156697471311,Bunkie General Hospital,ChIJeVI_JZohJYYRJ1TD9BJV7qI,"427 Evergreen St, Bunkie, LA 71322, United States",30.95298309999999,-92.1762316
Burdett Birth Center,0,Troy,NY,0.0,0.07042385596399099,Burdett Birth Center,ChIJuevhSJkP3okRts-VaUMyvFg,"2215 Burdett Ave #200, Troy, NY 12180, United States",42.7340076,-73.67267369999999
Burgess Health Center,25,Onawa,IA,1.5585461237635152,0.06234184495054061,Burgess Health Center,ChIJG8iEtwQ_kocRXN4ARf31dSM,"1600 Diamond St, Onawa, IA 51040, United States",42.0252328,-96.1063491
Burke Medical Center,40,Waynesboro,GA,3.0236925744004624,0.07559231436001156,Burke Medical Center,ChIJFTV0KTHv-YgR1q5EVAMfcwY,"351 S Liberty St, Waynesboro, GA 30830, United States",33.0833865,-82.0130913
Burke Rehabilitation Hospital,150,White Plains,NY,10.563578394598649,0.07042385596399099,Burke Rehabilitation Hospital,ChIJK37jMB-UwokREbHkaCtVmYo,"785 Mamaroneck Ave, White Plains, NY 10605, United States",41.016582,-73.75210740000001
Burnett Medical Center,75,Grantsburg,WI,4.269899841855562,0.05693199789140749,Burnett Medical Center,ChIJ-cWhTtxxslIRi3V5Zi5ALS4,"257 W St George Ave, Grantsburg, WI 54840, United States",45.7746807,-92.6867177
Butler County Health Care Center,20,David City,NE,1.3042261404981808,0.06521130702490904,Butler County Health Care Center,ChIJ_zCzz0XYkIcRBhkT7RikGtk,"372 S 9th St, David City, NE 68632, United States",41.2466624,-97.12240940000001
Butler Hospital,143,Providence,RI,8.914758269720101,0.0623409669211196,Butler Hospital,ChIJkdlcpzJb5IkRdG-lviZbxz8,"Providence, RI 02906, United States",41.843353,-71.381404
Butler Memorial Hospital,313,Butler,PA,22.108188573973788,0.07063319033218464,Butler Memorial Hospital,ChIJJZA8GvpiM4gRztotvdwFYts,"Butler Memorial Hospital, 1 Hospital Way, Butler, PA 16001, USA",40.86663679999999,-79.8807831
Buttonwood Behavioral Health Hospital,234,Pemberton,NJ,13.950126287936495,0.05961592430742092,Buttonwood Behavioral Health Hospital,ChIJYQWL_VRAwYkRRCM3KX_bexs,"600 Pemberton Browns Mills Rd, Pemberton, NJ 08068, United States",39.96752499999999,-74.6371011
Byrd Regional Hospital,52,Leesville,LA,2.9282014826850817,0.05631156697471311,Byrd Regional Hospital,ChIJ84zCh1pDOoYRk2sYKE1g9ok,"1020 Fertitta Blvd, Leesville, LA 71446, United States",31.1382401,-93.2688968
C.S. Mott Children's Hospital,0,Ann Arbor,MI,0.0,0.06554759031868834,C.S. Mott Children's Hospital,ChIJFwjRvHxFI4gRbXGQ0EYYaKQ,"1540 E Hospital Dr, Ann Arbor, MI 48109, United States",42.28189099999999,-83.7271714
Cabell Huntington Hospital,330,Huntington,WV,24.180655475619503,0.07327471356248334,Cabell Huntington Hospital,ChIJ3a5UGyoIRogR94NXbw6FRHY,"1600 Medical Center Dr, Huntington, WV 25701, United States",38.4088377,-82.427436
Cabinet Peaks Medical Center,25,Libby,MT,0.9636496706513784,0.03854598682605514,Cabinet Peaks Medical Center,ChIJVzOwbQOpZlMRy8iBzLMObaw,"209 Health Park Drive, Libby, MT 59923, United States",48.3920861,-115.545997
Cache Valley Hospital,28,North Logan,UT,2.236975857687421,0.07989199491740788,Cache Valley Hospital,ChIJQzAOiaV9VIcRLmdLX5ZqyGY,"2380 N 400 E, North Logan, UT 84341, United States",41.77570679999999,-111.8212046
Calais Regional Hospital,25,Calais,ME,1.4320128479657388,0.05728051391862955,Calais Regional Hospital,ChIJPZ24zdb-pUwRbe-Zp7sOBTA,"24 Hospital Ln, Calais, ME 04619, United States",45.177807,-67.267865
Calcasieu Oaks Behavioral Health Center,0,Lake Charles,LA,0.0,0.05631156697471311,Calcasieu Oaks,ChIJNQddh3uGO4YRqfRHYjy6k_A,"2837 Ernest St # A, Lake Charles, LA 70601, United States",30.204216,-93.2213668
Caldwell Medical Center,25,Princeton,KY,1.4299921644264963,0.05719968657705985,Caldwell Medical Center,ChIJDwCu-hmYeogRqJs-6NXCzOo,"100 Medical Center Dr, Princeton, KY 42445, United States",37.113691,-87.90957209999999
Caldwell Memorial Hospital,47,Columbia,LA,2.646643647811516,0.05631156697471311,Caldwell Memorial Hospital,ChIJIQEMh3q5L4YRTMKpYG1EcAU,"411 Main St, Columbia, LA 71418, United States",32.1042671,-92.0760612
Caldwell Memorial Hospital,110,Lenoir,NC,7.386667671552926,0.06715152428684479,Caldwell Memorial Hospital: Emergency Room,ChIJyb4nh3LfUIgRA954l0ahYxw,"321 Mulberry St SW, Lenoir, NC 28645, United States",35.91103349999999,-81.5352377
Calhoun Liberty Hospital,15,Blountstown,FL,1.0356850863271292,0.06904567242180862,Calhoun Liberty Hospital,ChIJ8f2cR0c2k4gRHBsYfV-f0fg,"20370 Burns Ave, Blountstown, FL 32424, United States",30.458695,-85.05000299999999
California Department of State Hospitals - Stockton,0,Stockton,CA,0.0,0.07804282939309233,California Health Care Facility,ChIJ2SkFaehrkIARV6YFFpdwlzQ,"7707 Austin Rd, Stockton, CA 95215, United States",37.8947661,-121.1848383
California Hospital Medical Center,318,Los Angeles,CA,24.81761974700337,0.07804282939309233,Dignity Health - California Hospital Medical Center,ChIJM9J-ccbHwoARlaXxTFx9ck4,"1401 S Grand Ave, Los Angeles, CA 90015, United States",34.0375121,-118.2662568
California Medical Facility - Psychiatric Inpatient Program,0,Vacaville,CA,0.0,0.07804282939309233,California Medical Facility,ChIJTdbUFHA9hYARXIhxjE_FMbU,"1600 California Dr, Vacaville, CA 95687, United States",38.3284434,-121.9777246
California Mens Colony Hospital,0,San Luis Obispo,CA,0.0,0.07804282939309233,California Men's Colony,ChIJq0o2LEf37IARRPp9wlqayso,"Colony Dr, San Luis Obispo, CA 93409, United States",35.3253675,-120.6944703
California Rehabilitation Institute,138,Los Angeles,CA,10.769910456246743,0.07804282939309233,California Rehabilitation Institute,ChIJL7ZQM_K7woARCk5B_fI3R6Y,"2070 Century Park E, Los Angeles, CA 90067, United States",34.05911,-118.411759
Callaway District Hospital,12,Callaway,NE,0.7825356842989085,0.06521130702490904,Callaway District Hospital,ChIJabPSFyCznYcReiTUEhieWTM,"211 E Kimball St, Callaway, NE 68825, United States",41.291101,-99.9231552
Calvary Hospital - Bronx Campus,225,Bronx,NY,15.845367591897974,0.07042385596399099,Calvary Hospital,ChIJw2M4mKz0wokRZo5bkcMGOy0,"1740 Eastchester Rd, The Bronx, NY 10461, United States",40.8480084,-73.84404860000001
Calvary Hospital - Brooklyn Campus,0,Brooklyn,NY,0.0,0.07042385596399099,Calvary Hospital - Brooklyn Campus,ChIJdecYKqxawokRdeVrE4esH2w,"150 55th St, Brooklyn, NY 11220, United States",40.6465526,-74.0210881
CalvertHealth Medical Center,68,Prince Frederick,MD,4.898631793786379,0.07203870284979969,CalvertHealth Medical Center,ChIJGf93tYmCt4kRUHcfYxctVoM,"100 Hospital Rd, Prince Frederick, MD 20678, United States",38.5593911,-76.5963089
Cambridge Behavioral Hospital,66,Cambridge,OH,5.084806052735588,0.07704251595053921,Cambridge Behavioral Hospital,ChIJy0VnKRW0N4gR3OTKDs7BU4Q,"66755 State, Cambridge, OH 43725, United States",40.0695396,-81.58384939999999
Cambridge Medical Center,70,Cambridge,MN,3.566850967579794,0.050955013822568486,Cambridge Medical Center Emergency Room,ChIJAZa1IBKqs1IRV5IcmLBkB7o,"701 Dellwood St S, Cambridge, MN 55008, United States",45.5664046,-93.2309159
Cambridge Memorial Hospital,20,Cambridge,NE,1.3042261404981808,0.06521130702490904,Cambridge Memorial Hospital,ChIJY6tFH09JnocRpP_OeZPMhQw,"1305 US-6, Cambridge, NE 69022, United States",40.2804314,-100.180273
Camden Clark Medical Center,249,Parkersburg,WV,18.245403677058352,0.07327471356248334,Camden Clark Medical Center,ChIJFQTBeoJLSIgRZgbZvLTCdmI,"800 Garfield Ave, Parkersburg, WV 26101, United States",39.26936,-81.559285
Camden General Hospital,25,Camden,TN,1.7655959031657356,0.07062383612662942,Camden General Hospital,ChIJ7_757Op5e4gRG1AY0wTTpLM,"175 Hospital Dr, Camden, TN 38320, United States",36.0553578,-88.10770190000001
Cameron Memorial Community Hospital,25,Angola,IN,1.904367625750362,0.07617470503001449,Cameron Memorial Community Hospital,ChIJ4X1UUzgmFogRx6wGKVoQAQU,"416 E Maumee St, Angola, IN 46703, United States",41.634337,-84.99515749999999
Cameron Regional Medical Center,51,Cameron,MO,3.5569306930693068,0.06974373907979033,Cameron Regional Medical Center,ChIJPeA7B1fFwYcR8uArT-ekciI,"1600 E Evergreen St, Cameron, MO 64429, United States",39.730393,-94.217773
Campbell County Memorial Hospital,232,Gillette,WY,12.287913082842914,0.052965142598460836,Campbell County Memorial Hospital,ChIJf11nE0CUNFMR4QaRw1dBzY0,"501 South Burma Avenue, Gillette, WY 82716, United States",44.2905264,-105.5183075
Canandaigua VA Medical Center,0,Canandaigua,NY,0.0,0.07042385596399099,Canandaigua VA,ChIJ2_mz7W4m0YkRb1gr8I79eZc,"400 Fort Hill Ave, Canandaigua, NY 14424, United States",42.9008843,-77.27105829999999
Cancer Treatment Centers of America - Western Regional Medical Center,0,Goodyear,AZ,0.0,0.0800122249388753,"Cancer Treatment Centers of America, Phoenix - CTCA",ChIJaXoXRZM4K4cRsoQZTdwlUWI,"14200 W, Celebrate Life Way, Goodyear, AZ 85338, United States",33.4540293,-112.3645122
Cancer Treatment Centers of America Atlanta,50,Newnan,GA,3.7796157180005783,0.07559231436001156,"Cancer Treatment Centers of America, Atlanta - CTCA",ChIJpVsvHDrG9IgRoTnJMqk9gxY,"600 Celebrate Life Pkwy, Newnan, GA 30265, United States",33.3846018,-84.7580613
Cancer Treatment Centers of America Chicago,73,Zion,IL,4.950641194940871,0.06781700267042287,"CTCA Outpatient Care Center, Downtown Chicago",ChIJg40s8qssDogRw5i8SDvG6a0,"160 E Illinois St, Chicago, IL 60611, United States",41.8912117,-87.6228419
Cancer Treatment Centers of America Philadelphia,74,Philadelphia,PA,5.226856084581663,0.07063319033218464,"Cancer Treatment Centers of America, Philadelphia - CTCA",ChIJ1WWLpU-2xokRMwylkmoEPeU,"1331 E Wyoming Ave, Philadelphia, PA 19124, United States",40.0192102,-75.0987183
Cancer Treatment Centers of America Tulsa,40,Tulsa,OK,2.3495792983013177,0.05873948245753295,"Cancer Treatment Centers of America, Tulsa - CTCA",ChIJc_2MaMmNtocRFuSPnvpccAE,"10109 East 79th Street, Tulsa, OK 74133, United States",36.0514957,-95.8632938
Candler County Hospital,25,Metter,GA,1.8898078590002891,0.07559231436001156,Candler County Hospital,ChIJrWBLz0Ny-ogR8R0ug_DBCQw,"400 Cedar St, Metter, GA 30439, United States",32.4071132,-82.06570110000001
Candler Hospital,246,Savannah,GA,18.595709332562844,0.07559231436001156,Candler Hospital,ChIJpb2fD5N1-4gRM-PXE90FV6c,"5353 Reynolds St, Savannah, GA 31405, United States",32.0278294,-81.1001261
Canonsburg Hospital,104,Canonsburg,PA,7.345851794547203,0.07063319033218464,Canonsburg Hospital,ChIJqfX0_2JTNIgR8SPIIzN8C1M,"100 Medical Blvd, Canonsburg, PA 15317, United States",40.2459932,-80.19063
Canton-Potsdam Hospital,94,Potsdam,NY,6.6198424606151525,0.07042385596399099,Canton-Potsdam Hospital,ChIJ9a6TOcpgzEwRJeDOEkXGmME,"50 Leroy St, Potsdam, NY 13676, United States",44.6764714,-74.9825672
Canyon Ridge Hospital,106,Chino,CA,8.272539915667789,0.07804282939309233,Canyon Ridge Hospital,ChIJYWDgeigzw4AR5a9am_OAjdg,"5353 G St, Chino, CA 91710, United States",34.009101,-117.6881095
Canyon Vista Medical Center,94,Sierra Vista,AZ,7.521149144254276,0.0800122249388753,Caynyon Vista Medical Center,ChIJadEBqxwp14YRQR6MJfGUWWc,"5700 AZ-90, Sierra Vista, AZ 85635, United States",31.552791,-110.2300732
Cape Cod Hospital,259,Hyannis,MA,17.85682107531094,0.06894525511703066,Emergency Center at Cape Cod Hospital,ChIJb6LOTu4w-4kR6X723Z4W_mc,"27 Park St, Hyannis, MA 02601, United States",41.65388249999999,-70.2739241
Cape Coral Hospital,280,Cape Coral,FL,19.332788278106413,0.06904567242180862,Cape Coral Hospital,ChIJQ5ApG0hB24gRESULjttaH0A,"636 Del Prado Blvd S, Cape Coral, FL 33990, United States",26.640043,-81.94244170000002
Cape Fear Valley Behavioral Health Care,85,Fayetteville,NC,5.707879564381808,0.06715152428684479,Cape Fear Valley Behavioral Health Care,ChIJzVYAdZkUq4kRdt-IrMj-uZk,"711 Executive Pl, Fayetteville, NC 28305, United States",35.0494044,-78.9213813
Cape Fear Valley Hoke Hospital,41,Raeford,NC,2.7532124957606365,0.06715152428684479,Cape Fear Valley Health Pavilion Hoke-Hoke Imaging,ChIJS5hsgdU-q4kReofB1jP68gs,"300 Medical Pavilion Dr #210, Raeford, NC 28376, United States",35.0298609,-79.1072662
Cape Fear Valley Medical Center,656,Fayetteville,NC,44.05139993217019,0.06715152428684479,Cape Fear Valley Medical Center,ChIJ62vdXZ4Uq4kR5zP4OZHvLQA,"1638 Owen Dr, Fayetteville, NC 28304, United States",35.0321143,-78.9343714
Cape Fear Valley Rehabilitation Center,0,Fayetteville,NC,0.0,0.06715152428684479,Cape Fear Valley Rehabilitation Center,ChIJjQpA854Uq4kRr6FHKVZuvic,"1638 Owen Dr, Fayetteville, NC 28304, United States",35.0316476,-78.93499779999999
Cape Regional Medical Center,149,Cape May Court House,NJ,8.882772721805717,0.05961592430742092,Cape Regional Health System,ChIJo8QtzhmvwIkRfadyZo3Z1MA,"2 Stone Harbor Blvd, Cape May Court House, NJ 08210, United States",39.08754070000001,-74.81693020000002
Capital Caring,0,Arlington,VA,0.0,0.0664408805657934,Capital Caring Health Halquist Center,ChIJBS5F6Da0t4kRp0Kq7xpwRDk,"4715 15th St N, Arlington, VA 22205, United States",38.88868,-77.12154389999999
Capital District Psychiatric Center,109,Albany,NY,7.676200300075017,0.07042385596399099,Capital District Psychiatric Center,ChIJ_c_VZkQK3okRVDpl8psEjuA,"75 New Scotland Ave, Albany, NY 12208, United States",42.6545545,-73.78019379999999
Capital Health Medical Center - Hopewell,145,Pennington,NJ,8.644309024576032,0.05961592430742092,Capital Health Medical Center - Hopewell,ChIJuXmXaxP9w4kRGgwgbIhJKhs,"1 Capital Way, Pennington, NJ 08534, United States",40.2918008,-74.8041257
Capital Health Regional Medical Center,162,Trenton,NJ,9.657779737802187,0.05961592430742092,Capital Health Regional Medical Center Emergency Room,ChIJ____G0ZYwYkRY6fpekjsN1U,"750 Brunswick Ave, Trenton, NJ 08638, United States",40.2359385,-74.7518967
Capital Medical Center,107,Olympia,WA,6.620189461219658,0.06187092954410895,Capital Medical Center,ChIJebbKxb11kVQRSNF_uzbfaCM,"3900 Capital Mall Dr SW, Olympia, WA 98502, United States",47.0430137,-122.9517616
Capital Region Medical Center,114,Jefferson City,MO,7.950786255096098,0.06974373907979033,Capital Region Medical Center,ChIJm2uJdGFe24cR401qBfpNK6M,"1125 Madison St, Jefferson City, MO 65101, United States",38.5655928,-92.1814761
Capital Region Southwest Campus,0,Jefferson City,MO,0.0,0.06974373907979033,Capital Region Southwest Campus,ChIJaU8vX5Ze24cRVBgcTeqq8FA,"1432 Southwest Blvd, Jefferson City, MO 65109, United States",38.562561,-92.201667
Capital Regional Medical Center,266,Tallahassee,FL,18.366148864201094,0.06904567242180862,Capital Regional Medical Center,ChIJ_____89e7IgROWkYFtwLoEQ,"2626 Capital Medical Blvd, Tallahassee, FL 32308, United States",30.4762747,-84.2317463
Capitol Region Mental Health Center,0,Hartford,CT,0.0,0.06721375537319266,Capital Region Mental Health Center,ChIJ-2eCBsBU5okRzJCp06J3ALE,"500 Vine St, Hartford, CT 06112, United States",41.7964489,-72.6873859
Captain James A. Lovell Federal Health Care Center,0,North Chicago,IL,0.0,0.06781700267042287,Captain James A. Lovell Federal Health Care Center,ChIJ7bRDyE2TD4gRlgbojCRwB7g,"3001 Green Bay Rd, North Chicago, IL 60064, United States",42.3067247,-87.86048869999999
Cardinal Hill Rehabilitation Hospital,198,Lexington,KY,11.325537942257853,0.05719968657705985,Cardinal Hill Rehabilitation Hospital,ChIJeSTdamtDQogRq9UGB3cgSXM,"2050 Versailles Rd, Lexington, KY 40504, United States",38.0468189,-84.5421788
Cardiovascular Center of Puerto Rico and the Caribbean,164,San Juan,PR,0.0,0.0,CardioVascular & Vein Clinic of Puerto Rico,ChIJ3aYmOkJoA4wRzoWfIvrJ-Qk,"85 Av. José de Diego, San Juan, 00927, Puerto Rico",18.3836335,-66.0722552
Cardon Children's Medical Center,0,Mesa,AZ,0.0,0.0800122249388753,Cardon Children's Medical Center,ChIJO1qJLOEHK4cRGZXg3O7E8DY,"1400 S Dobson Rd, Mesa, AZ 85202, United States",33.3899836,-111.8772569
CarePartners Rehabilitation Hospital,70,Asheville,NC,4.700606700079135,0.06715152428684479,CarePartners Rehabilitation Hospital,ChIJ05GoARvzWYgRrdD_zqyJs_Y,"16 Rotary Road, Asheville, NC 28803, United States",35.562078,-82.5318353
CarePoint Health Transitional Care Center at Hoboken University Medical Center,30,Hoboken,NJ,1.7884777292226277,0.05961592430742092,Hoboken University Medical Center,ChIJDwW839dZwokRhDwRH1H6LiQ,"308 Willow Ave, Hoboken, NJ 07030, United States",40.7411986,-74.0340104
Caribbean Medical Center,42,Fajardo,PR,0.0,0.0,"Caribbean Medical Center, Fajardo, Puerto Rico",ChIJGXWAQ5qXBIwRMRFoNp0PbSU,"151 Ave Osvaldo Molina Vázquez, Fajardo, 00738, Puerto Rico",18.3321123,-65.65012159999999
Caribou Memorial Hospital,55,Soda Springs,ID,2.5653511019989748,0.046642747309072266,Caribou Memorial Hospital,ChIJX11xiFWWVYcRWDn2QZKH-is,"300 3rd W, Soda Springs, ID 83276, United States",42.6515443,-111.6147422
