,Hospital Name,Beds,City,State,Estimated Ventilators,Statewide Ventilators per Bed
1632,Curahealth Stoughton,88,Stoughton,MA,6.067182450298698,0.06894525511703066
1633,Curahealth Tucson,47,Tucson,AZ,3.760574572127139,0.0800122249388753
1634,Curry General Hospital,16,Gold Beach,OR,1.076655518394649,0.06729096989966556
1635,Cypress Creek Hospital,128,Houston,TX,9.11354618315596,0.07119957955590593
1636,Cypress Grove Behavioral Health Hospital,60,Bastrop,LA,3.3786940184827867,0.05631156697471311
1637,Cypress Pointe Surgical Hospital,30,Hammond,LA,1.6893470092413934,0.05631156697471311
1638,D.W. McMillan Memorial Hospital,46,Brewton,AL,2.4087882065000854,0.05236496101087142
1639,Dahl Memorial Healthcare Association,25,Ekalaka,MT,0.9636496706513784,0.03854598682605514
1640,Dale Medical Center,89,Ozark,AL,4.660481529967557,0.05236496101087142
1641,Dallas Behavioral Healthcare Hospital,116,De Soto,TX,8.259151228485088,0.07119957955590593
1642,Dallas County Hospital,25,Perry,IA,1.5585461237635152,0.062341844950540605
1643,Dallas County Medical Center,22,Fordyce,AR,1.2817303267372298,0.058260469397146804
1644,Dallas Medical Center,119,Dallas,TX,8.472749967152806,0.07119957955590593
1645,Dallas Regional Medical Center,202,Mesquite,TX,14.382315070292998,0.07119957955590593
1646,Dallas VA Medical Center,0,Dallas,TX,0.0,0.07119957955590593
1647,Dameron Hospital,170,Stockton,CA,13.267280996825699,0.07804282939309234
1648,Dana-Farber Cancer Institute,30,Boston,MA,2.06835765351092,0.06894525511703066
1649,Danbury Hospital,396,Danbury,CT,26.616647127784294,0.06721375537319266
1650,Daniel Drake Center at The Christ Hospital,0,Cincinnati,OH,0.0,0.07704251595053921
1651,Daniels Memorial Healthcare Center,25,Scobey,MT,0.9636496706513784,0.03854598682605514
1652,Danville Hospital Main Campus,133,Danville,IN,10.131235768991926,0.07617470503001449
1653,Danville State Hospital,161,Danville,PA,11.371943643481726,0.07063319033218464
1654,Dardanelle Regional Medical Center,35,Dardanelle,AR,2.039116428900138,0.058260469397146804
1655,Dartmouth-Hitchcock Medical Center,422,Lebanon,NH,28.088102893890674,0.06655948553054662
1656,Daviess Community Hospital,74,Washington,IN,5.636928172221072,0.07617470503001449
1657,Davis County Hospital,25,Bloomfield,IA,1.5585461237635152,0.062341844950540605
1658,Davis Hospital and Medical Center,205,Layton,UT,16.377858958068614,0.07989199491740788
1659,Davis Medical Center,90,Elkins,WV,6.594724220623501,0.07327471356248334
1660,Davis Regional Medical Center,140,Statesville,NC,9.40121340015827,0.06715152428684479
1661,Day Kimball Hospital,104,Putnam,CT,6.990230558812036,0.06721375537319266
1662,Dayton Children's Hospital,177,Dayton,OH,13.63652532324544,0.07704251595053921
1663,Dayton General Hospital,48,Dayton,WA,2.9698046181172293,0.061870929544108944
1664,Dayton VA Medical Center,0,Dayton,OH,0.0,0.07704251595053921
1665,DCH Regional Medical Center,593,Tuscaloosa,AL,31.052421879446754,0.05236496101087142
1666,Deaconess Cross Pointe,60,Evansville,IN,4.570482301800869,0.07617470503001449
1667,Deaconess Gateway Hospital,0,Newburgh,IN,0.0,0.07617470503001449
1668,Deaconess Midtown Hospital,547,Evansville,IN,41.66756365141792,0.07617470503001449
1669,Deborah Heart and Lung Center,86,Browns Mills,NJ,5.126969490438199,0.05961592430742092
1670,Decatur County General Hospital,40,Parsons,TN,2.824953445065177,0.07062383612662942
1671,Decatur County Hospital,11,Leon,IA,0.6857602944559467,0.062341844950540605
1672,Decatur County Hospital,21,Oberlin,KS,1.138607594936709,0.05421940928270042
1673,Decatur County Memorial Hospital,25,Greensburg,IN,1.9043676257503621,0.07617470503001449
1674,Decatur Memorial Hospital,222,Decatur,IL,15.055374592833877,0.06781700267042287
1675,Decatur Morgan Hospital,264,Decatur,AL,13.824349706870056,0.05236496101087142
1676,Decatur Morgan Hospital-Parkway Campus,120,Decatur,AL,6.283795321304571,0.05236496101087142
1677,Deckerville Community Hospital,15,Deckerville,MI,0.9832138547803251,0.06554759031868834
1678,Deer Lodge Medical Center,16,Deer Lodge,MT,0.6167357892168822,0.03854598682605514
1679,Deer's Head Hospital Center,146,Salisbury,MD,10.517650616070753,0.07203870284979969
1680,DeKalb Regional Medical Center,115,Fort Payne,AL,6.021970516250214,0.05236496101087142
1681,Del Amo Hospital,166,Torrance,CA,12.95510967925333,0.07804282939309234
1682,Del Sol Medical Center,314,El Paso,TX,22.356667980554462,0.07119957955590593
1683,Delano Regional Medical Center,107,Delano,CA,8.350582745060882,0.07804282939309234
1684,Delaware County Memorial Hospital,168,Drexel Hill,PA,11.866375975807019,0.07063319033218464
1685,Delaware Psychiatric Center,115,New Castle,DE,7.86593707250342,0.06839945280437756
1686,Delhi Hospital of Richland Parish,25,Delhi,LA,1.4077891743678277,0.05631156697471311
1687,Dell Children's Medical Center of Central Texas,203,Austin,TX,14.453514649848904,0.07119957955590593
1688,Dell Seton Medical Center at The University of Texas,0,Austin,TX,0.0,0.07119957955590593
1689,Delray Medical Center,512,Delray Beach,FL,35.35138427996601,0.06904567242180862
1690,Delta Community Hospital,18,Delta,UT,1.4380559085133418,0.07989199491740788
1691,Delta County Memorial Hospital,49,Delta,CO,3.7336838591220163,0.07619762977800033
1692,Delta Medical Center,223,Memphis,TN,15.749115456238362,0.07062383612662942
1693,Delta Memorial Hospital,25,Dumas,AR,1.45651173492867,0.058260469397146804
1694,Delta Regional Medical Center,201,Greenville,MS,13.153689047740617,0.06544123904348566
1695,Denver Health,453,Denver,CO,34.51752628943415,0.07619762977800033
1696,Denver Springs,96,Englewood,CO,7.3149724586880325,0.07619762977800033
1697,Department of State Hospitals - Atascadero,0,Atascadero,CA,0.0,0.07804282939309234
1698,Department of State Hospitals-Patton,0,Patton,CA,0.0,0.07804282939309234
1699,DeQuincy Memorial Hospital,29,DeQuincy,LA,1.6330354422666802,0.05631156697471311
1700,Desert Parkway Behavioral Healthcare Hospital,152,Las Vegas,NV,13.671285236502627,0.08994266602962254
1701,Desert Regional Medical Center,369,Palm Springs,CA,28.797804046051073,0.07804282939309234
1702,Desert Springs Hospital Medical Center,293,Las Vegas,NV,26.353201146679407,0.08994266602962254
1703,Desert Valley Hospital,148,Victorville,CA,11.550338750177668,0.07804282939309234
1704,Desert View Hospital,25,Pahrump,NV,2.2485666507405635,0.08994266602962254
1705,DeSoto Memorial Hospital,49,Arcadia,FL,3.383237948668622,0.06904567242180862
1706,Desoto Regional Health System,34,Mansfield,LA,1.9145932771402456,0.05631156697471311
1707,DeTar Hospital Navarro,200,Victoria,TX,14.239915911181185,0.07119957955590593
1708,DeTar Hospital North,145,Victoria,TX,10.32393903560636,0.07119957955590593
1709,Dewitt Hospital & Nursing Home,85,De Witt,AR,4.952139898757478,0.058260469397146804
1710,DHR Health,519,Edinburg,TX,36.95258178951518,0.07119957955590593
1711,Diamond Grove Center,0,Louisville,MS,0.0,0.06544123904348566
1712,Dickenson Community Hospital,12,Clintwood,VA,0.7972905667895209,0.0664408805657934
1713,Dickinson County Healthcare System,39,Iron Mountain,MI,2.5563560224288455,0.06554759031868834
1714,Dignity Health - Saint Rose Dominican Sahara Campus,0,Las Vegas,NV,0.0,0.08994266602962254
1715,Dignity Health - St. Rose Dominican Rose de Lima Campus,110,Henderson,NV,9.89369326325848,0.08994266602962254
1716,Dignity Health - St. Rose Dominican Siena Campus,326,Henderson,NV,29.32130912565695,0.08994266602962254
1717,Dignity Health Arizona General Hospital Laveen,16,Laveen,AZ,1.2801955990220049,0.0800122249388753
1718,Dignity Health Arizona General Hospital Mesa,0,Mesa,AZ,0.0,0.0800122249388753
1719,Dignity Health East Valley Rehabilitation Hospital,50,Chandler,AZ,4.000611246943765,0.0800122249388753
1720,Dignity Health Saint Rose Dominican North Las Vegas Campus,32,North Las Vegas,NV,2.8781653129479214,0.08994266602962254
1721,Dignity Health St. Rose Dominican's Blue Diamond Campus,0,Las Vegas,NV,0.0,0.08994266602962254
1722,"Dignity Health-Saint Rose Dominican, West Flamingo Campus",0,Las Vegas,NV,0.0,0.08994266602962254
1723,Dignity Health-St. Rose Dominican San Martin Campus,136,Las Vegas,NV,12.232202580028666,0.08994266602962254
1724,Diley Ridge Medical Center,10,Canal Winchester,OH,0.7704251595053921,0.07704251595053921
1725,Dimmit Regional Hospital,25,Carrizo Springs,TX,1.7799894888976482,0.07119957955590593
1726,District One Hospital,32,Faribault,MN,1.6305604423221915,0.050955013822568486
1727,Divine Savior Healthcare,126,Portage,WI,7.173431734317344,0.05693199789140749
1728,Dixie Regional Medical Center,284,Saint George,UT,22.689326556543836,0.07989199491740788
1729,DMC Detroit Receiving Hospital,214,Detroit,MI,14.027184328199306,0.06554759031868834
1730,DMC Harper University Hospital,368,Detroit,MI,24.12151323727731,0.06554759031868834
1731,DMC Heart Hospital,0,Detroit,MI,0.0,0.06554759031868834
1732,DMC Huron Valley-Sinai Hospital,130,Commerce,MI,8.521186741429485,0.06554759031868834
1733,DMC Hutzel Women's Hospital,0,Detroit,MI,0.0,0.06554759031868834
1734,DMC Rehabilitation Institute of Michigan,68,Detroit,MI,4.4572361416708075,0.06554759031868834
1735,DMC Sinai-Grace Hospital,390,Detroit,MI,25.563560224288455,0.06554759031868834
1736,Doctor Dan C. Trigg Memorial Hospital,25,Tucumcari,NM,1.888934764657308,0.07555739058629232
1737,Doctor's Center Hospital Bayamon,146,Bayamon,PR,0.0,0.0
1738,Doctors Center Hospital,262,Manati,PR,0.0,0.0
1739,Doctors Community Hospital,190,Lanham,MD,13.68735354146194,0.07203870284979969
1740,Doctors Community Hospital,129,San Juan,PR,0.0,0.0
1741,Doctors Hospital,9,Leawood,KS,0.4879746835443038,0.05421940928270042
1742,Doctors Hospital,281,Coral Gables,FL,19.40183395052822,0.06904567242180862
1743,Doctors Hospital at Deer Creek,10,Leesville,LA,0.5631156697471311,0.05631156697471311
1744,Doctors Hospital of Augusta,288,Augusta,GA,21.77058653568333,0.07559231436001156
1745,Doctors Hospital of Laredo,183,Laredo,TX,13.029523058730785,0.07119957955590593
1746,Doctors Hospital of Manteca,73,Manteca,CA,5.697126545695741,0.07804282939309234
1747,Doctors Hospital of Sarasota,155,Sarasota,FL,10.702079225380336,0.06904567242180862
1748,Doctors Medical Center of Modesto,447,Modesto,CA,34.88514473871228,0.07804282939309234
1749,Doctors Memorial Hospital,20,Bonifay,FL,1.3809134484361723,0.06904567242180862
1750,Doctors NeuroPsychiatric Hospital and Research Institute,37,Bremen,IN,2.818464086110536,0.07617470503001449
1751,Doctors' Center Hospital,109,Manati,PR,0.0,0.0
1752,Doctors' Memorial Hospital,48,Perry,FL,3.3141922762468137,0.06904567242180862
1753,Dodge County Hospital,50,Eastman,GA,3.779615718000578,0.07559231436001156
1754,Dominican Hospital,222,Santa Cruz,CA,17.325508125266502,0.07804282939309234
1755,Dominion Hospital,116,Falls Church,VA,7.7071421456320355,0.0664408805657934
1756,Donalsonville Hospital,140,Donalsonville,GA,10.582924010401618,0.07559231436001156
1757,Door County Medical Center,55,Sturgeon Bay,WI,3.1312598840274117,0.05693199789140749
1758,Doris Miller Department of Veterans Affairs Medical Center,0,Waco,TX,0.0,0.07119957955590593
1759,Dorminy Medical Center,60,Fitzgerald,GA,4.535538861600694,0.07559231436001156
1760,Dorothea Dix Psychiatric Center,51,Bangor,ME,2.921306209850107,0.05728051391862955
1761,Dosher Memorial Hospital,25,Southport,NC,1.6787881071711197,0.06715152428684479
1762,Douglas County Health Center,270,Omaha,NE,17.607052896725442,0.06521130702490904
1763,Douglas County Memorial Hospital,11,Armour,SD,0.3938010571840462,0.03580009610764056
1764,Dover Behavioral Health System,99,Dover,DE,6.771545827633378,0.06839945280437756
1765,Down East Community Hospital,25,Machias,ME,1.4320128479657388,0.05728051391862955
1766,Doylestown Hospital,217,Doylestown,PA,15.327402302084067,0.07063319033218464
1767,Dr. P. Phillips Hospital,0,Orlando,FL,0.0,0.06904567242180862
1768,Drew Memorial Hospital,49,Monticello,AR,2.8547630004601934,0.058260469397146804
1769,Driscoll Children's Hospital,162,Corpus Christi,TX,11.53433188805676,0.07119957955590593
1770,Drumright Regional Hospital,15,Drumright,OK,0.8810922368629942,0.058739482457532945
1771,DSH - Metropolitan,1050,Norwalk,CA,81.94497086274696,0.07804282939309234
1772,Dublin VA Medical Center,0,Dublin,GA,0.0,0.07559231436001156
1773,Duke Raleigh Hospital,175,Raleigh,NC,11.751516750197839,0.06715152428684479
1774,Duke Regional Hospital,354,Durham,NC,23.771639597543054,0.06715152428684479
1775,Duke University Hospital,977,Durham,NC,65.60703922824736,0.06715152428684479
1776,Dukes Memorial Hospital,25,Peru,IN,1.9043676257503621,0.07617470503001449
1777,Duncan Regional Hospital,110,Duncan,OK,6.461343070328624,0.058739482457532945
1778,Dundy County Hospital,14,Benkelman,NE,0.9129582983487265,0.06521130702490904
1779,Dunes Surgery Hospital,38,Dakota Dunes,SD,1.3604036520903413,0.03580009610764056
1780,Dupont Hospital,131,Fort Wayne,IN,9.978886358931899,0.07617470503001449
1781,Durham VA Medical Center,0,Durham,NC,0.0,0.06715152428684479
1782,Dyersburg Hospital,109,Dyersburg,TN,7.697998137802608,0.07062383612662942
1783,Eagleville Hospital,83,Eagleville,PA,5.862554797571325,0.07063319033218464
1784,East Adams Rural Hospital,12,Ritzville,WA,0.7424511545293073,0.061870929544108944
1785,East Alabama Medical Center,515,Opelika,AL,26.967954920598782,0.05236496101087142
1786,East Alabama Medical Center - Lanier,187,Valley,AL,9.792247709032956,0.05236496101087142
1787,East Carroll Parish Hospital,23,Lake Providence,LA,1.2951660404184016,0.05631156697471311
1788,East Central Regional Hospital - Augusta Campus,110,Augusta,GA,8.315154579601272,0.07559231436001156
1789,East Central Regional Hospital - Gracewood Campus,0,Gracewood,GA,0.0,0.07559231436001156
1790,East Cooper Medical Center,130,Mount Pleasant,SC,9.153435227778601,0.07041104021368155
1791,East Georgia Regional Medical Center,142,Statesboro,GA,10.734108639121642,0.07559231436001156
1792,East Jefferson General Hospital,394,Metairie,LA,22.186757388036966,0.05631156697471311
1793,East Liverpool City Hospital,152,East Liverpool,OH,11.71046242448196,0.07704251595053921
1794,East Los Angeles Doctors Hospital,127,Los Angeles,CA,9.911439332922727,0.07804282939309234
1795,East Mississippi State Hospital,0,Meridian,MS,0.0,0.06544123904348566
1796,East Morgan County Hospital,25,Brush,CO,1.9049407444500084,0.07619762977800033
1797,East Orange General Hospital,196,East Orange,NJ,11.684721164254501,0.05961592430742092
1798,East Tennessee Children's Hospital,0,Knoxville,TN,0.0,0.07062383612662942
1799,Eastern Idaho Regional Medical Center,271,Idaho Falls,ID,12.640184520758586,0.04664274730907227
1800,Eastern Louisiana Health System - Feliciana Forensic Facility,337,Jackson,LA,18.976998070478317,0.05631156697471311
1801,Eastern New Mexico Medical Center,162,Roswell,NM,12.240297274979357,0.07555739058629232
1802,Eastern Niagara Hospital-Lockport,135,Lockport,NY,9.507220555138783,0.07042385596399099
1803,Eastern Oklahoma Medical Center,35,Poteau,OK,2.055881886013653,0.058739482457532945
1804,Eastern Plumas Health Care,75,Portola,CA,5.853212204481926,0.07804282939309234
1805,Eastern Shore Hospital Center,84,Cambridge,MD,6.051251039383174,0.07203870284979969
1806,Eastern State Hospital,195,Lexington,KY,11.15393888252667,0.05719968657705985
1807,Eastern State Hospital,317,Medical Lake,WA,19.613084665482535,0.061870929544108944
1808,Eastland Memorial Hospital,36,Eastland,TX,2.5631848640126136,0.07119957955590593
1809,Easton Hospital,190,Easton,PA,13.42030616311508,0.07063319033218464
1810,EastPointe Hospital,66,Daphne,AL,3.456087426717514,0.05236496101087142
1811,Eastside Medical Center,287,Snellville,GA,21.694994221323316,0.07559231436001156
1812,Eaton Rapids Medical Center,20,Eaton Rapids,MI,1.3109518063737668,0.06554759031868834
1813,Ed Fraser Memorial Hospital,89,MacClenny,FL,6.145064845540967,0.06904567242180862
1814,Eden Medical Center,130,Castro Valley,CA,10.145567821102004,0.07804282939309234
1815,Eden Springs Nursing and Rehabilitation Center West,156,Green Springs,OH,12.018632488284117,0.07704251595053921
1816,Edgefield County Hospital,25,Edgefield,SC,1.7602760053420388,0.07041104021368155
1817,Edgerton Hospital and Health Services,18,Edgerton,WI,1.0247759620453347,0.05693199789140749
1818,Edgewood Surgical Hospital,10,Transfer,PA,0.7063319033218464,0.07063319033218464
1819,Edinburg Children's Hospital,0,Edinburg,TX,0.0,0.07119957955590593
1820,Edinburg Regional Medical Center,838,Edinburg,TX,59.66524766784917,0.07119957955590593
1821,Edith Nourse Rogers Memorial Veterans Hospital,0,Bedford,MA,0.0,0.06894525511703066
1822,"Edward Hines, Jr. VA Hospital",0,Hines,IL,0.0,0.06781700267042287
1823,Edward Hospital,298,Naperville,IL,20.209466795786014,0.06781700267042287
1824,Edwards County Hospital and Healthcare Center,22,Kinsley,KS,1.1928270042194093,0.05421940928270042
1825,Effingham Hospital,130,Springfield,GA,9.827000866801502,0.07559231436001156
1826,Einstein Medical Center Elkins Park,154,Elkins Park,PA,10.877511311156434,0.07063319033218464
1827,Einstein Medical Center Montgomery,170,East Norriton,PA,12.007642356471388,0.07063319033218464
1828,Einstein Medical Center Philadelphia,697,Philadelphia,PA,49.231333661532695,0.07063319033218464
1829,Eisenhower Army Medical Center,0,Fort Gordon,GA,0.0,0.07559231436001156
1830,Eisenhower Medical Center,368,Rancho Mirage,CA,28.719761216657982,0.07804282939309234
1831,El Camino Hospital Los Gatos Campus,0,Los Gatos,CA,0.0,0.07804282939309234
1832,El Camino Hospital Mountain View Campus,443,Mountain View,CA,34.572973421139906,0.07804282939309234
1833,El Campo Memorial Hospital,26,El Campo,TX,1.8511890684535541,0.07119957955590593
1834,El Centro Regional Medical Center,161,El Centro,CA,12.564895532287867,0.07804282939309234
1835,El Paso Behavioral Health System,166,El Paso,TX,11.819130206280384,0.07119957955590593
1836,El Paso Children's Hospital,122,El Paso,TX,8.686348705820524,0.07119957955590593
1837,El Paso Ltac Hospital,33,El Paso,TX,2.3495861253448957,0.07119957955590593
1838,El Paso Psychiatric Center,74,El Paso,TX,5.268768887137039,0.07119957955590593
1839,Elbert Memorial Hospital,52,Elberton,GA,3.9308003467206007,0.07559231436001156
1840,Eleanor Slater Hospital,495,Cranston,RI,30.858778625954198,0.062340966921119595
1841,Eleanor Slater Hospital Zambarano Unit,0,Pascoag,RI,0.0,0.062340966921119595
1842,Electra Memorial Hospital,19,Electra,TX,1.3527920115622127,0.07119957955590593
1843,Elgin Mental Health Center,383,Elgin,IL,25.97391202277196,0.06781700267042287
1844,Elkhart General Hospital,230,Elkhart,IN,17.52018215690333,0.07617470503001449
1845,Elkhorn Valley Rehabilitation Hospital,40,Casper,WY,2.118605703938434,0.05296514259846084
1846,Elkview General Hospital,38,Hobart,OK,2.232100333386252,0.058739482457532945
1847,Ellenville Regional Hospital,15,Ellenville,NY,1.056357839459865,0.07042385596399099
1848,Ellett Memorial Hospital,25,Appleton City,MO,1.743593476994758,0.06974373907979033
1849,Ellinwood District Hospital,25,Ellinwood,KS,1.3554852320675106,0.05421940928270042
1850,Elliot Hospital,240,Manchester,NH,15.97427652733119,0.06655948553054662
1851,Ellis Hospital,416,Schenectady,NY,29.296324081020252,0.07042385596399099
1852,Ellsworth County Medical Center,18,Ellsworth,KS,0.9759493670886076,0.05421940928270042
1853,Elmhurst Hospital,282,Elmhurst,IL,19.12439475305925,0.06781700267042287
1854,Elmira Psychiatric Center,80,Elmira,NY,5.633908477119279,0.07042385596399099
1855,Elmore Community Hospital,33,Wetumpka,AL,1.728043713358757,0.05236496101087142
1856,Ely Bloomenson Community Hospital,16,Ely,MN,0.8152802211610958,0.050955013822568486
1857,Emanate Health Foothill Presbyterian Hospital,105,Glendora,CA,8.194497086274696,0.07804282939309234
1858,Emanate Health Inter-Community Hospital,516,Covina,CA,40.27009996683565,0.07804282939309234
1859,Emanate Health Queen of the Valley Hospital,325,West Covina,CA,25.36391955275501,0.07804282939309234
1860,Emanuel Medical Center,209,Turlock,CA,16.3109513431563,0.07804282939309234
1861,Emanuel Medical Center,109,Swainsboro,GA,8.23956226524126,0.07559231436001156
1862,Emerald Coast Behavioral Hospital,86,Panama City,FL,5.937927828275541,0.06904567242180862
1863,Emerson Hospital,160,Concord,MA,11.031240818724905,0.06894525511703066
1864,Emory Decatur Hospital,422,Decatur,GA,31.899956659924875,0.07559231436001156
1865,Emory Johns Creek Hospital,118,Johns Creek,GA,8.919893094481363,0.07559231436001156
1866,Emory Long-Term Acute Care,38,Decatur,GA,2.872507945680439,0.07559231436001156
1867,Emory Rehabilitation Hospital,56,Atlanta,GA,4.233169604160647,0.07559231436001156
1868,Emory Saint Joseph's Hospital,274,Atlanta,GA,20.712294134643166,0.07559231436001156
1869,Emory University Hospital,622,Atlanta,GA,47.01841953192719,0.07559231436001156
1870,Emory University Hospital at Wesley Woods,71,Atlanta,GA,5.367054319560821,0.07559231436001156
1871,Emory University Hospital Midtown,475,Atlanta,GA,35.906349321005486,0.07559231436001156
1872,Emory University Orthopaedics & Spine Hospital,0,Tucker,GA,0.0,0.07559231436001156
1873,Encino Hospital Medical Center,148,Encino,CA,11.550338750177668,0.07804282939309234
1874,Encompass Health Rehabilitation Hospital of Tinton Falls,60,Tinton Falls,NJ,3.5769554584452554,0.05961592430742092
1875,Encompass Health Deaconess Rehabilitation Hospital,103,Newburgh,IN,7.845994618091492,0.07617470503001449
1876,Encompass Health Lakeshore Rehabilitation Hospital,100,Birmingham,AL,5.236496101087142,0.05236496101087142
1877,Encompass Health Rehabilitation Hospital of Harmarville,162,Pittsburgh,PA,11.442576833813911,0.07063319033218464
1878,Encompass Health Rehabilitation Hospital of Richmond,40,Richmond,VA,2.657635222631736,0.0664408805657934
1879,Encompass Health Rehabilitation Hospital of Abilene,60,Abilene,TX,4.271974773354356,0.07119957955590593
1880,Encompass Health Rehabilitation Hospital of Albuquerque,87,Albuquerque,NM,6.573492981007432,0.07555739058629232
1881,Encompass Health Rehabilitation Hospital of Alexandria,47,Alexandria,LA,2.646643647811516,0.05631156697471311
1882,Encompass Health Rehabilitation Hospital of Altamonte Springs,60,Altamonte Springs,FL,4.142740345308517,0.06904567242180862
1883,Encompass Health Rehabilitation Hospital of Altoona,80,Altoona,PA,5.650655226574771,0.07063319033218464
1884,Encompass Health Rehabilitation Hospital of Arlington,85,Arlington,TX,6.051964262252004,0.07119957955590593
1885,Encompass Health Rehabilitation Hospital of Austin,83,Austin,TX,5.909565103140192,0.07119957955590593
1886,Encompass Health Rehabilitation Hospital of Bakersfield,86,Bakersfield,CA,6.711683327805941,0.07804282939309234
1887,Encompass Health Rehabilitation Hospital of Bluffton,0,Bluffton,SC,0.0,0.07041104021368155
1888,Encompass Health Rehabilitation Hospital of Braintree,187,Braintree,MA,12.892762706884733,0.06894525511703066
1889,Encompass Health Rehabilitation Hospital of Braintree at Framingham,0,Framingham,MA,0.0,0.06894525511703066
1890,Encompass Health Rehabilitation Hospital of Charleston,49,Charleston,SC,3.4501409704703963,0.07041104021368155
1891,Encompass Health Rehabilitation Hospital of Chattanooga,50,Chattanooga,TN,3.531191806331471,0.07062383612662942
1892,Encompass Health Rehabilitation Hospital of Cincinnati,100,Cincinnati,OH,7.704251595053921,0.07704251595053921
1893,Encompass Health Rehabilitation Hospital of Cincinnati at Norwood,0,Norwood,OH,0.0,0.07704251595053921
1894,Encompass Health Rehabilitation Hospital of City View,62,Fort Worth,TX,4.414373932466168,0.07119957955590593
1895,Encompass Health Rehabilitation Hospital of Colorado Springs,62,Colorado Springs,CO,4.72425304623602,0.07619762977800033
1896,Encompass Health Rehabilitation Hospital of Columbia,96,Columbia,SC,6.759459860513429,0.07041104021368155
1897,Encompass Health Rehabilitation Hospital of Concord,50,Concord,NH,3.327974276527331,0.06655948553054662
1898,Encompass Health Rehabilitation Hospital of Cypress,60,Houston,TX,4.271974773354356,0.07119957955590593
1899,Encompass Health Rehabilitation Hospital of Dallas,40,Dallas,TX,2.8479831822362374,0.07119957955590593
1900,Encompass Health Rehabilitation Hospital of Dayton,50,Dayton,OH,3.8521257975269605,0.07704251595053921
1901,Encompass Health Rehabilitation Hospital of Dothan,51,Dothan,AL,2.6706130115544426,0.05236496101087142
1902,Encompass Health Rehabilitation Hospital of East Valley,57,Mesa,AZ,4.560696821515893,0.0800122249388753
1903,Encompass Health Rehabilitation Hospital of Erie,100,Erie,PA,7.063319033218464,0.07063319033218464
1904,Encompass Health Rehabilitation Hospital of Florence,88,Florence,SC,6.196171538803977,0.07041104021368155
1905,Encompass Health Rehabilitation Hospital of Fort Smith,60,Fort Smith,AR,3.4956281638288083,0.058260469397146804
1906,Encompass Health Rehabilitation Hospital of Franklin,40,Franklin,TN,2.824953445065177,0.07062383612662942
1907,Encompass Health Rehabilitation Hospital of Gadsden,44,Gadsden,AL,2.3040582844783426,0.05236496101087142
1908,Encompass Health Rehabilitation Hospital of Henderson,90,Henderson,NV,8.09483994266603,0.08994266602962254
1909,Encompass Health Rehabilitation Hospital of Humble,90,Humble,TX,6.407962160031534,0.07119957955590593
1910,Encompass Health Rehabilitation Hospital of Huntington,62,Huntington,WV,4.543032240873967,0.07327471356248334
1911,Encompass Health Rehabilitation Hospital of Jonesboro,80,Jonesboro,AR,4.660837551771745,0.058260469397146804
1912,Encompass Health Rehabilitation Hospital of Katy,0,Katy,TX,0.0,0.07119957955590593
1913,Encompass Health Rehabilitation Hospital of Kingsport,50,Kingsport,TN,3.531191806331471,0.07062383612662942
1914,Encompass Health Rehabilitation Hospital of Lakeview,40,Elizabethtown,KY,2.287987463082394,0.05719968657705985
1915,Encompass Health Rehabilitation Hospital of Largo,70,Largo,FL,4.833197069526603,0.06904567242180862
1916,Encompass Health Rehabilitation Hospital of Las Vegas,79,Las Vegas,NV,7.105470616340181,0.08994266602962254
1917,Encompass Health Rehabilitation Hospital of Littleton,40,Littleton,CO,3.0479051911200132,0.07619762977800033
1918,Encompass Health Rehabilitation Hospital of Manati,40,Manati,PR,0.0,0.0
1919,Encompass Health Rehabilitation Hospital of Mechanicsburg,75,Mechanicsburg,PA,5.297489274913848,0.07063319033218464
1920,Encompass Health Rehabilitation Hospital of Memphis,80,Memphis,TN,5.649906890130354,0.07062383612662942
1921,Encompass Health Rehabilitation Hospital of Middletown,37,Middletown,DE,2.53077975376197,0.06839945280437756
1922,Encompass Health Rehabilitation Hospital of Midland Odessa,80,Midland,TX,5.695966364472475,0.07119957955590593
1923,Encompass Health Rehabilitation Hospital of Modesto,50,Modesto,CA,3.9021414696546173,0.07804282939309234
1924,Encompass Health Rehabilitation Hospital of Montgomery,70,Montgomery,AL,3.6655472707609995,0.05236496101087142
1925,Encompass Health Rehabilitation Hospital of Morgantown,96,Morgantown,WV,7.034372501998401,0.07327471356248334
1926,Encompass Health Rehabilitation Hospital of MountainView at Bridgeport,0,Bridgeport,WV,0.0,0.07327471356248334
1927,Encompass Health Rehabilitation Hospital of New England,210,Woburn,MA,14.478503574576438,0.06894525511703066
1928,Encompass Health Rehabilitation Hospital of New England at Beverly,0,Beverly,MA,0.0,0.06894525511703066
1929,Encompass Health Rehabilitation Hospital of New England at Lowell,0,Lowell,MA,0.0,0.06894525511703066
1930,Encompass Health Rehabilitation Hospital of Newnan,50,Newnan,GA,3.779615718000578,0.07559231436001156
1931,Encompass Health Rehabilitation Hospital of Nittany Valley,73,Pleasant Gap,PA,5.1562228942494785,0.07063319033218464
1932,Encompass Health Rehabilitation Hospital of North Alabama,70,Huntsville,AL,3.6655472707609995,0.05236496101087142
1933,Encompass Health Rehabilitation Hospital of North Memphis,50,Memphis,TN,3.531191806331471,0.07062383612662942
1934,Encompass Health Rehabilitation Hospital of Northern Kentucky,51,Edgewood,KY,2.9171840154300526,0.05719968657705985
